# ./cyclops -w STRIDED_ARRAY -m TASK_CLOCK_NS -u 5 -r 3 -s array-size-kib=10:2800:20 -p repeats=100
array-size-kib,CPU_CYCLES:MIN,CPU_CYCLES:MAX,CPU_CYCLES:MEDIAN,INSTRUCTIONS:MIN,INSTRUCTIONS:MAX,INSTRUCTIONS:MEDIAN,TASK_CLOCK_NS:MIN,TASK_CLOCK_NS:MAX,TASK_CLOCK_NS:MEDIAN,
1290,87356755.000000,87368699.000000,87361312.0000001290,10320694.000000,10320694.000000,10320694.0000001290,35115838.000000,35119428.000000,35119014.000000
1310,88760371.000000,88778323.000000,88764644.0000001310,10480694.000000,10480695.000000,10480695.0000001310,35677571.000000,35694650.000000,35682143.000000
1330,90307954.000000,90341167.000000,90314979.0000001330,10640695.000000,10640696.000000,10640695.0000001330,36302958.000000,36316267.000000,36308021.000000
1350,91848194.000000,91863336.000000,91856209.0000001350,10800695.000000,10800696.000000,10800696.0000001350,36916980.000000,36933350.000000,36923014.000000
1370,93181875.000000,93186630.000000,93184354.0000001370,10960696.000000,10960697.000000,10960696.0000001370,37455354.000000,37459365.000000,37457502.000000
1390,94951273.000000,94955206.000000,94951829.0000001390,11120697.000000,11120697.000000,11120697.0000001390,38167323.000000,38172463.000000,38170460.000000
1410,96297531.000000,96313012.000000,96311320.0000001410,11280697.000000,11280698.000000,11280698.0000001410,38710669.000000,38721864.000000,38712180.000000
1430,97741934.000000,97762695.000000,97762319.0000001430,11440698.000000,11440699.000000,11440698.0000001430,39291001.000000,39301564.000000,39301214.000000
1450,99264601.000000,99282686.000000,99267391.0000001450,11600699.000000,11600699.000000,11600699.0000001450,39907107.000000,39912441.000000,39907680.000000
1470,100876333.000000,100910569.000000,100906178.0000001470,11760699.000000,11760701.000000,11760700.0000001470,40549492.000000,40575284.000000,40568331.000000
1490,102225375.000000,102232642.000000,102232156.0000001490,11920700.000000,11920701.000000,11920700.0000001490,41091401.000000,41103947.000000,41093043.000000
1510,103742769.000000,103750177.000000,103745783.0000001510,12080701.000000,12080701.000000,12080701.0000001510,41704499.000000,41711475.000000,41706438.000000
